76.71176,0.0
79.18002,0.0
78.01561,0.0
80.80229,0.0
87.442245,0.0
88.41311,0.0
82.46514,0.0
79.14464,0.0
85.473465,0.0
76.882416,0.0
84.44641,0.0
82.59001,0.0
74.43184,0.0
81.086365,0.0
90.807495,0.0
79.57232,0.0
78.1436,0.0
88.34444,0.0
90.80021,0.0
88.641,0.0
84.33819,0.0
86.06556,0.0
94.86264,0.0
76.12279,0.0
77.629555,0.0
85.90427,0.0
102.601456,0.0
89.88657,0.0
90.0999,0.0
94.24454,0.0
95.667015,0.0
86.06868,0.0
100.87305,0.0
90.25182,0.0
97.560875,0.0
89.93652,0.0
78.585846,0.0
91.592094,0.0
98.05515,0.0
79.641,0.0
87.61915,0.0
110.776276,0.0
94.65869,0.0
88.526535,0.0
98.72841,0.0
76.01041,0.0
97.74297,0.0
94.0052,0.0
82.65244,0.0
90.40583,0.0
91.38397,0.0
82.852234,0.0
83.9282,0.0
109.139435,0.0
113.59313,1.0
89.4693,0.0
93.92716,0.0
79.50677,0.0
90.5463,0.0
86.44745,0.0
82.72736,0.0
83.939644,0.0
95.389175,0.0
81.19459,0.0
79.279915,0.0
102.82518,0.0
134.59105,1.0
91.8179,0.0
91.0052,0.0
86.022896,0.0
95.39646,0.0
85.87617,0.0
81.09782,0.0
82.29344,0.0
101.40999,0.0
88.28096,0.0
93.96462,0.0
110.65037,1.0
124.72424,1.0
98.43184,0.0
85.8845,0.0
84.87513,0.0
94.208115,0.0
99.273674,0.0
78.19459,0.0
75.832466,0.0
89.42768,0.0
89.19043,0.0
96.942764,0.0
128.949,1.0
94.10822,1.0
104.05515,0.0
88.12279,0.0
90.00104,0.0
100.23621,0.0
98.27159,0.0
79.34756,0.0
84.16545,0.0
95.657646,0.0
76.37565,0.0
97.37773,0.0
123.37877,1.0
87.78356,0.0
90.76379,0.0
87.17274,0.0
88.7409,0.0
105.969826,0.0
99.0281,0.0
95.85744,0.0
87.92612,0.0
98.972946,0.0
86.542145,0.0
97.048904,0.0
107.62331,1.0
85.94069,0.0
89.08845,0.0
84.01665,0.0
79.451614,0.0
104.63163,0.0
96.6795,0.0
90.60874,0.0
75.76275,0.0
101.54735,0.0
89.829346,0.0
103.33507,0.0
93.65556,0.0
81.34963,0.0
90.19459,0.0
92.95005,0.0
90.3538,0.0
92.4589,0.0
100.83767,0.0
93.482834,0.0
83.7128,0.0
93.44017,0.0
91.7846,0.0
101.41103,0.0
90.7846,0.0
76.54006,0.0
90.667015,0.0
92.276794,0.0
91.55359,0.0
103.482834,0.0
94.26223,0.0
