0.002014853,1.5351967E-9,7.614685E-11,1.7268121E-11,1.5491513E-22,-9.0325304E-17,6.067064E-22,0.0
0.001978682,8.014528E-9,3.8250417E-11,1.6863783E-11,-4.242964E-22,-3.1583553E-16,-5.8443246E-23,0.0
0.0024041526,6.299794E-8,2.80923E-11,1.0037653E-11,-1.4378633E-22,1.8004376E-15,-8.795633E-23,0.0
0.0018790517,2.5644873E-8,1.1960169E-11,2.848983E-11,2.9154507E-23,2.9904051E-15,5.250916E-22,0.0
0.0017101645,2.657202E-8,1.0511972E-11,1.4314157E-12,3.2213033E-24,-2.262144E-16,-4.5225853E-24,0.0
0.0019831418,6.9859123E-9,3.1315332E-11,2.7127509E-11,7.7827164E-22,2.2534354E-15,1.3945214E-22,0.0
0.0018745078,2.6683535E-8,5.2454745E-11,3.0540435E-11,-2.9175326E-23,-1.3264108E-15,-1.2220289E-21,0.0
0.0021492974,1.981508E-10,5.0973937E-11,2.388116E-11,7.3119984E-22,-2.4952489E-17,-3.9949262E-22,0.0
0.0019482299,1.47303405E-8,4.1265002E-11,1.9493818E-11,1.3236057E-22,-1.3203134E-16,-5.368096E-22,0.0
0.0019832768,2.9703456E-8,2.7169174E-12,5.8061677E-11,-4.8530233E-22,-4.439958E-16,-5.443141E-22,0.0
0.0021758403,4.9890428E-8,2.082643E-11,4.7521487E-11,1.4504462E-22,-5.462303E-15,-1.4879515E-21,0.0
0.0020317938,3.6788354E-8,4.6390024E-11,6.315171E-11,-3.1380763E-21,-8.88543E-15,1.3550519E-21,0.0
0.0021059683,5.32673E-9,4.1025218E-11,1.241001E-10,8.2901665E-21,-5.744572E-15,3.1116562E-21,0.0
0.0019065733,4.232848E-9,7.674283E-12,7.520704E-11,1.7019065E-21,-3.5878516E-15,-6.066211E-22,0.0
0.0018861962,1.5250894E-8,7.2112876E-12,8.436124E-12,-2.3805686E-23,-9.361576E-16,6.1341906E-23,0.0
0.0019695887,9.560141E-9,2.1560694E-11,7.649927E-12,9.48361E-23,-7.2149435E-16,-2.5661224E-23,0.0
0.0020043175,1.139923E-8,9.439911E-11,1.5847024E-10,1.9360458E-20,-1.6898321E-14,-9.200907E-22,0.0
